produccion_gas_natural_total,produccion_gas,cuenca_produccion_gas_natural_cuenca_austral,cuenca_produccion_gas_natural_cuenca_cuyana,cuenca_produccion_gas_natural_cuenca_gsj,cuenca_produccion_gas_natural_cuenca_neuquina,cuenca_produccion_gas_natural_cuenca_noroeste
4000200.0774,3988.8752,0,1,0,0,0
3770586.3341,3660.0503,0,1,0,0,0
4014110.5733,4132.4018,0,1,0,0,0
3948838.2895,3960.8433,0,1,0,0,0
4245784.3515,4231.6723,0,1,0,0,0
4199866.064,3940.8988,0,1,0,0,0
4476980.7069,4154.479,0,1,0,0,0
4477110.1681,4512.7958,0,1,0,0,0
4138301.5574,4264.2235,0,1,0,0,0
4336931.5435,4412.6883,0,1,0,0,0
3809542.8392,4270.0012,0,1,0,0,0
3932837.7832,4535.3854,0,1,0,0,0
4037202.2529,4492.5086,0,1,0,0,0
3703770.4612,4223.0885,0,1,0,0,0
3925264.1268,4567.1007,0,1,0,0,0
3502211.748,4060.4786,0,1,0,0,0
3858610.254,3970.2989,0,1,0,0,0
3780658.4149,3524.39,0,1,0,0,0
3931669.5227,4022.178,0,1,0,0,0
3895558.8723,4237.296,0,1,0,0,0
3685327.0507,3828.709,0,1,0,0,0
3778039.7528,4150.79,0,1,0,0,0
3471571.8164,4019.5393,0,1,0,0,0
3529778.4583,4012.4665,0,1,0,0,0
3596174.8071,3998.416,0,1,0,0,0
3208074.3086,3627.7812,0,1,0,0,0
3549947.412,3937.3866,0,1,0,0,0
3426856.0022,3922.124,0,1,0,0,0
3759604.2808,4081.579,0,1,0,0,0
3810692.1877,3833.4967,0,1,0,0,0
4052611.6108,4065.3024,0,1,0,0,0
4145491.4139,4436.0204,0,1,0,0,0
3980185.9078,4231.7995,0,1,0,0,0
3944138.1659,4321.6555,0,1,0,0,0
3836347.1643,4328.5766,0,1,0,0,0
3994731.0349,4457.7397,0,1,0,0,0
4028544.1807,4341.9636,0,1,0,0,0
3565161.9573,3844.683,0,1,0,0,0
3889775.3316,4376.3253,0,1,0,0,0
3821227.1886,4122.6202,0,1,0,0,0
4217944.5862,4385.338,0,1,0,0,0
4185129.4605,4099.6213,0,1,0,0,0
4345850.1304,4122.9626,0,1,0,0,0
4386353.5563,4434.9234,0,1,0,0,0
4082376.3344,4146.8151,0,1,0,0,0
4112656.8386,4373.555,0,1,0,0,0
3795389.1778,4516.7139,0,1,0,0,0
3991324.9379,4209.6053,0,1,0,0,0
3993062.7062,4279.7062,0,1,0,0,0
3637194.3959,3909.1223,0,1,0,0,0
3993956.2904,4262.5144,0,1,0,0,0
3863129.6105,4193.4602,0,1,0,0,0
4183843.5899,4543.2083,0,1,0,0,0
4146160.0109,4568.5703,0,1,0,0,0
4282758.6424,4600.1861,0,1,0,0,0
4476588.5425,4536.2659,0,1,0,0,0
4296508.4938,4526.9737,0,1,0,0,0
3905065.2173,4342.2296,0,1,0,0,0
3789588.641,3886.2861,0,1,0,0,0
3538736.1746,4241.8615,0,1,0,0,0
3837941.8496,4557.406,0,1,0,0,0
3887661.2613,4046.6169,0,1,0,0,0
4174409.1002,4272.1584,0,1,0,0,0
4084730.3735,4405.7685,0,1,0,0,0
4654371.4233,4333.6403,0,1,0,0,0
4426739.1463,4337.4743,0,1,0,0,0
4709073.5953,3581.3832,0,1,0,0,0
4744011.1561,3592.2656,0,1,0,0,0
4416565.9503,3488.3859,0,1,0,0,0
4128082.1499,3578.4419,0,1,0,0,0
3815327.4009,3431.558,0,1,0,0,0
3859003.3931,3619.6115,0,1,0,0,0
